id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
1162,@strentive4890,"To those who plans on watching this DONT GO WITH UR FAMILY its Story is boring, Lame just another OVERRATED movie due its starcast",UgyhaZTNnu4pheiWzJN4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyhaZTNnu4pheiWzJN4AaABAg,2023-12-07 05:40:08,0,"To those who plans on watching this DONT GO WITH UR FAMILY its Story is boring, Lame just another OVERRATED movie due its starcast",http://www.youtube.com/@strentive4890
1163,@Shreevishnu430,Bollywood ki maa ki bhosda button 👉,UgwIKqaJGyhTYT-sAaR4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwIKqaJGyhTYT-sAaR4AaABAg,2023-12-07 04:58:55,1,Bollywood ki maa ki bhosda button 👉,http://www.youtube.com/@Shreevishnu430
1164,@mATrIX_jailer,😂😂😂,UgwIKqaJGyhTYT-sAaR4AaABAg.9y0Z0aTCtz99y5NJH4iB3J,@Shreevishnu430,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwIKqaJGyhTYT-sAaR4AaABAg.9y0Z0aTCtz99y5NJH4iB3J,2023-12-09 01:52:49,0,😂😂😂,http://www.youtube.com/@mATrIX_jailer
1165,@SM----PROMOS,No police in this whole film still its hitttt,Ugz5hIbqDhoyLY6YWOZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz5hIbqDhoyLY6YWOZ4AaABAg,2023-12-07 04:47:59,0,No police in this whole film still its hitttt,http://www.youtube.com/@SM----PROMOS
1166,@Motivationalsarkar2024,Very durty😅,UgyXdweiRjtO80LhbZ54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyXdweiRjtO80LhbZ54AaABAg,2023-12-07 04:36:29,0,Very durty😅,http://www.youtube.com/@Motivationalsarkar2024
1167,@archanasaini6725,Normal logo ki smajh k bhar h ye movie... Aaj ki generation k liye h or ek rishta baap beta us pr h... Na samjh aaye to ye msg or movie doobara dekho....,UgwxKtJhDBOgbxv9k2R4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwxKtJhDBOgbxv9k2R4AaABAg,2023-12-07 04:18:35,0,Normal logo ki smajh k bhar h ye movie... Aaj ki generation k liye h or ek rishta baap beta us pr h... Na samjh aaye to ye msg or movie doobara dekho....,http://www.youtube.com/@archanasaini6725
1168,@GurwinderSingh-oh5ry,Sardar Singh always brave no compare other one ♥️,UgwXDCjgz13iMAAnzBB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwXDCjgz13iMAAnzBB4AaABAg,2023-12-07 03:58:25,0,Sardar Singh always brave no compare other one ♥️,http://www.youtube.com/@GurwinderSingh-oh5ry
1169,@sunshinee8663,the level of toxic masculinity in this movie is astounding. So you cheat on your wife for so called revenge and its fine? The way there is not a single question about these things clearly shows how the world idolises toxicity nowadays.,UgxR_wwm7pLtiClIWxR4AaABAg,,5,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxR_wwm7pLtiClIWxR4AaABAg,2023-12-07 03:32:43,0,the level of toxic masculinity in this movie is astounding. So you cheat on your wife for so called revenge and its fine? The way there is not a single question about these things clearly shows how the world idolises toxicity nowadays.,http://www.youtube.com/@sunshinee8663
1170,@mercyjoyce9710,Babloo prithvi 😊😊😊😊,Ugzfmq0F1GJxDqHwsHB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzfmq0F1GJxDqHwsHB4AaABAg,2023-12-07 03:20:04,0,Babloo prithvi 😊😊😊😊,http://www.youtube.com/@mercyjoyce9710
1171,@zaifakabirfabliha1267,Is it a movie about daddy issues gonna watch it with my father🥰💀,UgyLHjvo2BdfIxzQlEB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyLHjvo2BdfIxzQlEB4AaABAg,2023-12-07 03:17:09,0,Is it a movie about daddy issues gonna watch it with my father🥰💀,http://www.youtube.com/@zaifakabirfabliha1267
1172,@yoyohoneysinghfan5988,Boby deol❤,UgzhL4tCn-BdOI5N2eB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzhL4tCn-BdOI5N2eB4AaABAg,2023-12-07 02:56:58,0,Boby deol❤,http://www.youtube.com/@yoyohoneysinghfan5988
1173,@sen10k,Middle finger to this movie,UgzSxM0RlfyuVqhby9x4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzSxM0RlfyuVqhby9x4AaABAg,2023-12-07 02:52:55,0,Middle finger to this movie,http://www.youtube.com/@sen10k
1174,@rudra043,🙏T-❤ SERIES,UgyFPAy5HMTGTzxWe-54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyFPAy5HMTGTzxWe-54AaABAg,2023-12-07 02:49:38,0,🙏T-❤ SERIES,http://www.youtube.com/@rudra043
1175,@kd-official_1011,jis prakar movie rahta hai usi prakar trailer bhi dekhao na,UgxI6JGNKy4u8DfhxMF4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxI6JGNKy4u8DfhxMF4AaABAg,2023-12-07 02:31:18,0,jis prakar movie rahta hai usi prakar trailer bhi dekhao na,http://www.youtube.com/@kd-official_1011
1176,@Theworldandus,Acting and depiction is spot on but very Flawful and utterly crap no sense in things happening. Even if you watch keeping aside tour sense it is just like sanju just adding power to scenes to emotionally blackmail you. If you keep aside ur emotions and watch this you will know what this text means,UgxYpq65Iy6CoIZFD6t4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxYpq65Iy6CoIZFD6t4AaABAg,2023-12-07 02:27:47,0,Acting and depiction is spot on but very Flawful and utterly crap no sense in things happening. Even if you watch keeping aside tour sense it is just like sanju just adding power to scenes to emotionally blackmail you. If you keep aside ur emotions and watch this you will know what this text means,http://www.youtube.com/@Theworldandus
1177,@syamkumar8900,തീം ഫിലിപിനോ but i ലോവഡ് this movie very ഇന്റെരെസ്റ്റിംഗ് and എക്സ്ട്രേമേ ഹാൻഡ്‌സൊമേ guy,Ugy2ytsEer1BpvxAMJ54AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy2ytsEer1BpvxAMJ54AaABAg,2023-12-07 02:27:22,0,തീം ഫിലിപിനോ but i ലോവഡ് this movie very ഇന്റെരെസ്റ്റിംഗ് and എക്സ്ട്രേമേ ഹാൻഡ്‌സൊമേ guy,http://www.youtube.com/@syamkumar8900
1178,@dsspider8860,Bhaiiii saaab kiyaaaaa scene hannnnn ala 🔥🔥🔥🔥🔥,UgyITV4K2ZoAPVzBmDV4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyITV4K2ZoAPVzBmDV4AaABAg,2023-12-07 02:06:22,0,Bhaiiii saaab kiyaaaaa scene hannnnn ala 🔥🔥🔥🔥🔥,http://www.youtube.com/@dsspider8860
1179,@uniwini310,Rest in peace who watch this movie with there family,UgyqgkwqEZmHp316kX94AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyqgkwqEZmHp316kX94AaABAg,2023-12-07 02:01:58,0,Rest in peace who watch this movie with there family,http://www.youtube.com/@uniwini310
1180,@sumann-vv6san,Papa papa.....papa papa,Ugzs8NgDGKSkSYcCn4d4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzs8NgDGKSkSYcCn4d4AaABAg,2023-12-07 01:59:20,0,Papa papa.....papa papa,http://www.youtube.com/@sumann-vv6san
1181,@globalvisit6120,Scene with Mercedes g63,UgwNKwMiJKBFiGkpsTt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwNKwMiJKBFiGkpsTt4AaABAg,2023-12-07 01:45:51,0,Scene with Mercedes g63,http://www.youtube.com/@globalvisit6120
1182,@babaelihumachine2644,The sonGoesDeep and is Ready forVeangance is the Actors' Name.hmmmm...joker for India.Great watch I'm sure,UgwMoK7228zWk3hiYLN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwMoK7228zWk3hiYLN4AaABAg,2023-12-07 01:27:37,0,The sonGoesDeep and is Ready forVeangance is the Actors' Name.hmmmm...joker for India.Great watch I'm sure,http://www.youtube.com/@babaelihumachine2644
1183,@TalkSmall,OTT pe kab aaoge,UgxKR4jQC3D35ZK0pRh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxKR4jQC3D35ZK0pRh4AaABAg,2023-12-07 01:23:58,0,OTT pe kab aaoge,http://www.youtube.com/@TalkSmall
1184,@allAboutMoviees,COPS [ Police ] Left The Chat,Ugx9ZSbai5JTEpM2aLV4AaABAg,,4,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx9ZSbai5JTEpM2aLV4AaABAg,2023-12-07 01:20:17,0,COPS [ Police ] Left The Chat,http://www.youtube.com/@allAboutMoviees
1185,@GoatSpiting,English dub? Or subtitles,Ugwg1-JUsv47ejawly54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugwg1-JUsv47ejawly54AaABAg,2023-12-07 01:18:17,0,English dub? Or subtitles,http://www.youtube.com/@GoatSpiting
1186,@ranjeetraghav3337,Kya ye family ke sath dekhne layak movie h,UgwcuxEe3G9D4Fj5cG14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwcuxEe3G9D4Fj5cG14AaABAg,2023-12-07 00:16:05,1,Kya ye family ke sath dekhne layak movie h,http://www.youtube.com/@ranjeetraghav3337
1187,@i.simon0,Family ke sath mat dekho. Akele yaa to friend ke sath dekho.,UgwcuxEe3G9D4Fj5cG14AaABAg.9y02e1ctoqT9y0KWLYKCnE,@ranjeetraghav3337,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwcuxEe3G9D4Fj5cG14AaABAg.9y02e1ctoqT9y0KWLYKCnE,2023-12-07 02:52:11,0,Family ke sath mat dekho. Akele yaa to friend ke sath dekho.,http://www.youtube.com/@i.simon0
1188,@blessingsngo,Gutter,UgzPTWeBLrA2qZu1fdx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzPTWeBLrA2qZu1fdx4AaABAg,2023-12-07 00:05:22,0,Gutter,http://www.youtube.com/@blessingsngo
1189,@blessingsngo,Social responsibility nam ki bi koi chz hoti h,UgwlX2XSpvYc9VGFED14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwlX2XSpvYc9VGFED14AaABAg,2023-12-07 00:04:49,0,Social responsibility nam ki bi koi chz hoti h,http://www.youtube.com/@blessingsngo
1190,@blessingsngo,"Jo tm dusro ko paros rahe ho, Rab tmhe bi wahi parose, tmhare bache ho Animal..",Ugz_Iy_8yoGTdKPFbYt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz_Iy_8yoGTdKPFbYt4AaABAg,2023-12-07 00:04:02,0,"Jo tm dusro ko paros rahe ho, Rab tmhe bi wahi parose, tmhare bache ho Animal..",http://www.youtube.com/@blessingsngo
1191,@kunallende1809,Bramhastr part 2 do,UgwVNyGMB_VKJyqRADx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwVNyGMB_VKJyqRADx4AaABAg,2023-12-06 23:49:18,0,Bramhastr part 2 do,http://www.youtube.com/@kunallende1809
1192,@ruma3441,Rk is back on his form best of luck,Ugwa4u6M9rUPlq0S0HR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugwa4u6M9rUPlq0S0HR4AaABAg,2023-12-06 23:48:59,0,Rk is back on his form best of luck,http://www.youtube.com/@ruma3441
1193,@lastbenchergamer,Waiting for Yash19 ❤ Kannadave satya kannadave nitya 💛❤️,UgyGVub8FNERLp0CBFN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyGVub8FNERLp0CBFN4AaABAg,2023-12-06 23:33:39,0,Waiting for Yash19 ❤ Kannadave satya kannadave nitya 💛❤️,http://www.youtube.com/@lastbenchergamer
1194,@gautamkmr20,Thik thak hai story line very old 😁 today generation totally different,UgwfYXuVdqeCtLHUnxF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwfYXuVdqeCtLHUnxF4AaABAg,2023-12-06 23:30:13,0,Thik thak hai story line very old 😁 today generation totally different,http://www.youtube.com/@gautamkmr20
1195,@theawakener2021,"I am one of those audiences who doesn't like watching violence. Indian cinema, please make some sensible movies that adds value to human.",UgzBOtXd_czgJOQnvJd4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzBOtXd_czgJOQnvJd4AaABAg,2023-12-06 23:27:00,0,"I am one of those audiences who doesn't like watching violence. Indian cinema, please make some sensible movies that adds value to human.",http://www.youtube.com/@theawakener2021
1196,@joelsuantak223,Where is chopra,UgyhtVw3ZaD0ptl-cBF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyhtVw3ZaD0ptl-cBF4AaABAg,2023-12-06 23:17:59,0,Where is chopra,http://www.youtube.com/@joelsuantak223
1197,@fuck3000,ANIMAL PARK WILL RELEASE IN FUTURE,Ugyjb6QUM30ADQvafGR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugyjb6QUM30ADQvafGR4AaABAg,2023-12-06 22:51:25,0,ANIMAL PARK WILL RELEASE IN FUTURE,http://www.youtube.com/@fuck3000
1198,@aloneabhibs9737,Ranbir Kapoor ki Dari Negi Hain Vai Log 😂,Ugw_MhelEDPsX3K7fWJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw_MhelEDPsX3K7fWJ4AaABAg,2023-12-06 22:33:54,0,Ranbir Kapoor ki Dari Negi Hain Vai Log 😂,http://www.youtube.com/@aloneabhibs9737
1199,@joyboy1536,"Heroes of the 90's: Had long hair, clean shaved faces! Heroes of the 21st century: Has badass beard and muscles!",Ugz3zUl1H2qFztqgpnx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz3zUl1H2qFztqgpnx4AaABAg,2023-12-06 22:28:56,0,"Heroes of the 90's: Had long hair, clean shaved faces! Heroes of the 21st century: Has badass beard and muscles!",http://www.youtube.com/@joyboy1536
1200,@khalsisaab,this lowkey mid but W,UgyeLjOIeyTbIrtv4-R4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyeLjOIeyTbIrtv4-R4AaABAg,2023-12-06 22:15:51,0,this lowkey mid but W,http://www.youtube.com/@khalsisaab
1201,@amitpanda943,Movie Script written By Tony Kakkar 😬Keh Do Ki ye Jhoot hai 🙄🤦‍♂️🤦‍♂️,Ugy_Zb9Pt1VS4l4_fUZ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy_Zb9Pt1VS4l4_fUZ4AaABAg,2023-12-06 22:10:34,0,Movie Script written By Tony Kakkar 😬Keh Do Ki ye Jhoot hai 🙄🤦‍♂️🤦‍♂️,http://www.youtube.com/@amitpanda943
1202,@chulboolcartoontv,Rip kgf😅😅,UgybuU_sI307tRQpU5N4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgybuU_sI307tRQpU5N4AaABAg,2023-12-06 21:46:00,0,Rip kgf😅😅,http://www.youtube.com/@chulboolcartoontv
1203,@Enatmathel,Indian hero always smoking before using gun why?,Ugx5Z6RlHxBotJ4zJBh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx5Z6RlHxBotJ4zJBh4AaABAg,2023-12-06 21:37:27,0,Indian hero always smoking before using gun why?,http://www.youtube.com/@Enatmathel
1204,@BossGamer-kh7dp,1:4 this BGM Touch my heart please t tseris please make adio on this bgm please please please ❤❤❤❤,UgwEKWmx3Uj1N_rlXoJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwEKWmx3Uj1N_rlXoJ4AaABAg,2023-12-06 20:49:46,0,1:4 this BGM Touch my heart please t tseris please make adio on this bgm please please please ❤❤❤❤,http://www.youtube.com/@BossGamer-kh7dp
1205,@Ak-on5hh,Kise ne notice kyo nhi kita k gurbani da galt ucharan Kita Movie ch 😢,UgwRlyTscHtDn0VYmnd4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwRlyTscHtDn0VYmnd4AaABAg,2023-12-06 20:27:14,0,Kise ne notice kyo nhi kita k gurbani da galt ucharan Kita Movie ch 😢,http://www.youtube.com/@Ak-on5hh
1206,@transformingtogod6553,"Faltu movie. Faltu fights, faltu vulgarity, meaningless story, only acting is good.",UgzHim3mP-SaJjfiGPB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzHim3mP-SaJjfiGPB4AaABAg,2023-12-06 19:44:43,0,"Faltu movie. Faltu fights, faltu vulgarity, meaningless story, only acting is good.",http://www.youtube.com/@transformingtogod6553
1207,@MR_maanbadshah_official,Full animal movie on my channel tomorrow ❤❤❤❤,UgxYuONa3tOReMRlWTB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxYuONa3tOReMRlWTB4AaABAg,2023-12-06 19:28:43,0,Full animal movie on my channel tomorrow ❤❤❤❤,http://www.youtube.com/@MR_maanbadshah_official
1208,@thekhanbrothersscotland3420,Was good but too much overkill and draged it on too much.,UgxTsKV6M2koB_dUvHF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxTsKV6M2koB_dUvHF4AaABAg,2023-12-06 19:28:42,0,Was good but too much overkill and draged it on too much.,http://www.youtube.com/@thekhanbrothersscotland3420
1209,@usamaahmed2240,I didn’t get this tbvh and i haveeee a question whats the hype of this movie like what is this movie its its look similar bollywood action movie,UgzMxQfYzRqSmhy-C-J4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzMxQfYzRqSmhy-C-J4AaABAg,2023-12-06 18:56:01,0,I didn’t get this tbvh and i haveeee a question whats the hype of this movie like what is this movie its its look similar bollywood action movie,http://www.youtube.com/@usamaahmed2240
1210,@FunsTime786,Film sensor board me ye bhi likhna chahiye ki family ke saath nahi dekh sakte😂😂😂,Ugxo__-Oo8BvKEblMSh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugxo__-Oo8BvKEblMSh4AaABAg,2023-12-06 18:22:34,0,Film sensor board me ye bhi likhna chahiye ki family ke saath nahi dekh sakte😂😂😂,http://www.youtube.com/@FunsTime786
1211,@FunsTime786,Adult scene dikhake film ka satyanash kar diya😊 but film was ok,UgyiUoQltiYR3yyF5ot4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyiUoQltiYR3yyF5ot4AaABAg,2023-12-06 18:09:15,0,Adult scene dikhake film ka satyanash kar diya😊 but film was ok,http://www.youtube.com/@FunsTime786
1212,@AdamseekarHINDI,Papa me aarha hun😂 so funny 🤣 kya chhote bache ko acting dedi 2:26,Ugy4wdqRycZP8RgR8j94AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy4wdqRycZP8RgR8j94AaABAg,2023-12-06 17:38:24,0,Papa me aarha hun😂 so funny 🤣 kya chhote bache ko acting dedi 2:26,http://www.youtube.com/@AdamseekarHINDI
1213,@borshaahmedbristi8504,Plz someone hlp me by moral of the story plz...,UgwrXsI1iYmdfEAxCP54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwrXsI1iYmdfEAxCP54AaABAg,2023-12-06 17:31:24,0,Plz someone hlp me by moral of the story plz...,http://www.youtube.com/@borshaahmedbristi8504
1214,@monarch7330,I think that animal is donkey 🤣🤣🤣 I gives 1* out of 10 because of that unwanted love story .. there is no difference between the villain and hero,UgzDxgPGZFcOxsuOOtt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzDxgPGZFcOxsuOOtt4AaABAg,2023-12-06 17:22:47,0,I think that animal is donkey 🤣🤣🤣 I gives 1* out of 10 because of that unwanted love story .. there is no difference between the villain and hero,http://www.youtube.com/@monarch7330
1215,@barbarabain4303,"so much violence in the world, do movies like this help ???",Ugxn_7JNzDwn614gO7d4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugxn_7JNzDwn614gO7d4AaABAg,2023-12-06 17:10:25,0,"so much violence in the world, do movies like this help ???",http://www.youtube.com/@barbarabain4303
1216,@sophiesworld832,Boby bhai ❤❤❤❤,UgxRSjxvXl4CvKF0xsZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxRSjxvXl4CvKF0xsZ4AaABAg,2023-12-06 16:52:35,0,Boby bhai ❤❤❤❤,http://www.youtube.com/@sophiesworld832
1217,@nitinpatil4540,Boby deol is asom look,UgyUvPF32aF1mKREPX54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyUvPF32aF1mKREPX54AaABAg,2023-12-06 15:50:06,0,Boby deol is asom look,http://www.youtube.com/@nitinpatil4540
1218,@Andrew-nw4np,Doesn’t seem like a very diverse cast :/,UgzlTFEFRT8ts_dFIQR4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzlTFEFRT8ts_dFIQR4AaABAg,2023-12-06 15:43:21,0,Doesn’t seem like a very diverse cast :/,http://www.youtube.com/@Andrew-nw4np
1219,@bababarood999,Bobby ❤,Ugy1Mn4vXVdpAAuXOwB4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy1Mn4vXVdpAAuXOwB4AaABAg,2023-12-06 15:30:05,1,Bobby ❤,http://www.youtube.com/@bababarood999
1220,@sakhsamgamer3.52,Jay shree ram,Ugy1Mn4vXVdpAAuXOwB4AaABAg.9y-6SWZcgGh9y0SdvQIfDo,@bababarood999,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy1Mn4vXVdpAAuXOwB4AaABAg.9y-6SWZcgGh9y0SdvQIfDo,2023-12-07 04:03:15,0,Jay shree ram,http://www.youtube.com/@sakhsamgamer3.52
1221,@latarai5563,I m not that much satisfied with this move but acting is good but Kabir sing is better,UgzHsGn9Z1FAUYrRcj94AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzHsGn9Z1FAUYrRcj94AaABAg,2023-12-06 15:29:55,0,I m not that much satisfied with this move but acting is good but Kabir sing is better,http://www.youtube.com/@latarai5563
1222,@SaurabhKumar-zj5qu,Blockbuster movie ❤,UgyF2IY8WBaFTxg9fEN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyF2IY8WBaFTxg9fEN4AaABAg,2023-12-06 15:21:46,0,Blockbuster movie ❤,http://www.youtube.com/@SaurabhKumar-zj5qu
1223,@SaurabhKumar-zj5qu,World best movie ❤,UgxTfUeG8NU3D_p1lSR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxTfUeG8NU3D_p1lSR4AaABAg,2023-12-06 15:21:21,0,World best movie ❤,http://www.youtube.com/@SaurabhKumar-zj5qu
1224,@abrgaming1166,1:20 Baba Bhullay Shah Lines…. Bura laban gya bura na milya koi…. Jay mein apny andar dekhya mery to bura na koi,UgzK2SVWvl6w4GOsGgN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzK2SVWvl6w4GOsGgN4AaABAg,2023-12-06 15:17:11,0,1:20 Baba Bhullay Shah Lines…. Bura laban gya bura na milya koi…. Jay mein apny andar dekhya mery to bura na koi,http://www.youtube.com/@abrgaming1166
1225,@Bremodhairexpert,No doubt.. Ranbir looks like Fawad Khan as Maula jatt .. same look same Punjabi accent,UgwPA769P1fTWogCsvZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwPA769P1fTWogCsvZ4AaABAg,2023-12-06 15:04:10,0,No doubt.. Ranbir looks like Fawad Khan as Maula jatt .. same look same Punjabi accent,http://www.youtube.com/@Bremodhairexpert
1226,@senna1683,The scene where he fights with those masked guys are kind of like Snowpiercer,UgzW6M1z5qTiB5u_YJ54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzW6M1z5qTiB5u_YJ54AaABAg,2023-12-06 14:41:52,0,The scene where he fights with those masked guys are kind of like Snowpiercer,http://www.youtube.com/@senna1683
1227,@imteyezahamad7132,Yeh movie dekh kar mood off ho gya 😅😅😅😅,UgyVDiU8WYbH8qcwa3R4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyVDiU8WYbH8qcwa3R4AaABAg,2023-12-06 13:51:51,0,Yeh movie dekh kar mood off ho gya 😅😅😅😅,http://www.youtube.com/@imteyezahamad7132
1228,@SukumarDas-vc6sz,Wonderful Ranbir Kapoor ❤❤❤..... Sir ... And Boby dewl sir Kay entry ha ... Today watch now and Anil Kapoor sir very good profrmans. Mam Rasmika madam wow ❤❤,UgyDoINvzo5633SbyuR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyDoINvzo5633SbyuR4AaABAg,2023-12-06 13:45:07,0,Wonderful Ranbir Kapoor ❤❤❤..... Sir ... And Boby dewl sir Kay entry ha ... Today watch now and Anil Kapoor sir very good profrmans. Mam Rasmika madam wow ❤❤,http://www.youtube.com/@SukumarDas-vc6sz
1229,@ProsperityPulse_8422,"Beautifully cut teaser.. Ranbir's look, acting .... just amazing.. :)",UgyIasHXyikT4cq-sFJ4AaABAg,,38,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyIasHXyikT4cq-sFJ4AaABAg,2023-12-06 13:29:15,0,"Beautifully cut teaser.. Ranbir's look, acting .... just amazing.. :)",http://www.youtube.com/@ProsperityPulse_8422
1230,@shailendra2932,mtlb kch v bs dikhane se mtlb h,UgybrXNrb_YHgdNxV754AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgybrXNrb_YHgdNxV754AaABAg,2023-12-06 13:27:58,0,mtlb kch v bs dikhane se mtlb h,http://www.youtube.com/@shailendra2932
1231,@blissful_food,Just watched this movie...RK is the best❤ His role in this movie is just WOW,UgzisVIW8O6cZF9HRHp4AaABAg,,5,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzisVIW8O6cZF9HRHp4AaABAg,2023-12-06 13:09:19,0,Just watched this movie...RK is the best❤ His role in this movie is just WOW,http://www.youtube.com/@blissful_food
1232,@AnshSharma-on8qn,This movie is a real banger i am down to this movie i just don’t have words,UgwT1kjJ42R61M33VMp4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwT1kjJ42R61M33VMp4AaABAg,2023-12-06 13:05:28,0,This movie is a real banger i am down to this movie i just don’t have words,http://www.youtube.com/@AnshSharma-on8qn
1233,@mdfoysalkobir6315,Bobby is back 💥💥💥💥💥,UgwWnT670t32cAZzvHp4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwWnT670t32cAZzvHp4AaABAg,2023-12-06 12:37:23,0,Bobby is back 💥💥💥💥💥,http://www.youtube.com/@mdfoysalkobir6315
1234,@mdfoysalkobir6315,This movie is mega blockbuster ❤❤❤,UgwBfAGiZEn0ZnNUhkR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwBfAGiZEn0ZnNUhkR4AaABAg,2023-12-06 12:37:00,0,This movie is mega blockbuster ❤❤❤,http://www.youtube.com/@mdfoysalkobir6315
